date,order_id,customer_id,product,revenue
2018-10-01 00:00:00,68477,ee47d746-6d2f-4d3c-9622-c31412542920,"Комнатное растение в горшке Алое Вера, d12, h30",142.0
2018-10-01 00:00:00,68477,ee47d746-6d2f-4d3c-9622-c31412542920,"Комнатное растение в горшке Кофе Арабика, d12, h25",194.0
2018-10-01 00:00:00,68477,ee47d746-6d2f-4d3c-9622-c31412542920,Радермахера d-12 см h-20 см,112.0
2018-10-01 00:00:00,68477,ee47d746-6d2f-4d3c-9622-c31412542920,Хризолидокарпус Лутесценс d-9 см,179.0
2018-10-01 00:00:00,68477,ee47d746-6d2f-4d3c-9622-c31412542920,Циперус Зумула d-12 см h-25 см,112.0
2018-10-01 00:00:00,68477,ee47d746-6d2f-4d3c-9622-c31412542920,Шеффлера Лузеана d-9 см,164.0
2018-10-01 00:00:00,68477,ee47d746-6d2f-4d3c-9622-c31412542920,Юкка нитчатая d-12 см h-25-35 см,134.0
2018-10-01 08:00:00,68479,375e0724-f033-4c76-b579-84969cf38ee2,Настенная сушилка для белья Gimi Brio Super 100,824.0
2018-10-01 08:00:00,68478,6644e5b4-9934-4863-9778-aaa125207701,"Таз пластмассовый 21,0 л круглый ""Водолей"" С614, 1404056",269.0
2018-10-01 09:00:00,68480,c971fb21-d54c-4134-938f-16b62ee86d3b,Чехол для гладильной доски Colombo Persia Beige 130х50 см из хлопка 5379,674.0
2018-10-01 11:00:00,68483,161e1b98-45ba-4b4e-8236-e6e3e70f6f7c,"Вешалка для брюк металлическая с резиновым покрытием 26 см цвет: синяя, Attribute, AHS331",820.0
2018-10-01 12:00:00,68484,86432d8d-b706-463b-bd5d-6a9e170daee3,"Сушилка для белья потолочная Zalger Lift Basic 1520 200 см, 10 м",614.0
2018-10-01 13:00:00,68485,4d93d3f6-8b24-403b-a74b-f5173e40d7db,Чехол Eurogold Clean Basic хлопок для досок 120х38-120х42 см C42,187.0
2018-10-01 15:00:00,68486,0948b0c2-990b-4a11-b835-69ac4714b21d,"Крючок одежный 2-х рожковый серый металлик с полимерным покрытием *Тонар*, 1110027",3648.0
2018-10-01 16:00:00,68487,a576fa59-7b28-4a4c-a496-92f128754a94,"Корзина мягкая пластиковая 17 л, М-пластика, M2880",188.0
2018-10-01 18:00:00,68476,17213b88-1514-47a4-b8aa-ce51378ab34e,"Мини-сковорода Marmiton ""Сердце"" с антипригарным покрытием 12 см, LG17085",239.0
2018-10-01 18:00:00,68476,17213b88-1514-47a4-b8aa-ce51378ab34e,Сковорода алюминиевая с антипригарным покрытием MARBLE ALPENKOK d = 26 см AK-0039A/26N,824.0
2018-10-01 18:00:00,68476,17213b88-1514-47a4-b8aa-ce51378ab34e,Стеклянная крышка для сковороды ALPENKOK 26 см AK-26GL,262.0
2018-10-01 18:00:00,68476,17213b88-1514-47a4-b8aa-ce51378ab34e,"Сушилка для белья напольная Colombo Star 18, 3679",1049.0
2018-10-01 21:00:00,68474,b731df05-98fa-4610-8496-716ec530a02c,Доска гладильная Eurogold Professional 130х48 см металлическая сетка 35748W,3299.0
2018-10-02 08:00:00,68490,c971fb21-d54c-4134-938f-16b62ee86d3b,Чехол для гладильной доски Festival 137x60 см из хлопка 4738,1162.0
2018-10-02 10:00:00,68491,4d93d3f6-8b24-403b-a74b-f5173e40d7db,Сумка-тележка 2-х колесная Gimi Argo синяя,1049.0
2018-10-02 11:00:00,14480,f08d9018-438e-4e96-b519-f74c0302a433,"Многолетнее растение Тимьян-чабрец розовый объем 0,5 л",89.0
2018-10-02 11:00:00,14480,f08d9018-438e-4e96-b519-f74c0302a433,"Рассада зелени для кухни Базилик Тонус, кассета по 6шт",169.0
2018-10-02 11:00:00,14480,f08d9018-438e-4e96-b519-f74c0302a433,Рассада зелени для кухни Мелиссы в горшке диам. 9 см,101.0
2018-10-02 11:00:00,68494,1bc8ad38-3392-4042-8cde-aa5de306c947,"Муляж ""Райские Яблочки Зеленые"" 2 шт полиуретан, d 3 см",29.0
2018-10-02 11:00:00,68494,1bc8ad38-3392-4042-8cde-aa5de306c947,"Муляж Банан, желтый, 21 см, полиуретан, Fancy Fair/ff XJ210",59.0
2018-10-02 11:00:00,68494,1bc8ad38-3392-4042-8cde-aa5de306c947,Муляж Виноград 14 см цвет в ассортименте,104.0
2018-10-02 11:00:00,68494,1bc8ad38-3392-4042-8cde-aa5de306c947,"Муляж ГРАНАТ 9см, красный, Fancy Fair, SL90, красный",59.0
2018-10-02 11:00:00,68494,1bc8ad38-3392-4042-8cde-aa5de306c947,"Муляж Груша мини 2 шт, желтая 4 см",29.0
2018-10-02 11:00:00,68494,1bc8ad38-3392-4042-8cde-aa5de306c947,"Муляж Груша, желтый, 9,5 см, полиуретан, Fancy Fair/ff LI95-03",59.0
2018-10-02 11:00:00,68494,1bc8ad38-3392-4042-8cde-aa5de306c947,Муляж Зеленое яблоко полиуретан d-6 см,22.0
2018-10-02 11:00:00,68494,1bc8ad38-3392-4042-8cde-aa5de306c947,Муляж Клубника 1 шт полиуретан d-6 см,22.0
2018-10-02 11:00:00,68494,1bc8ad38-3392-4042-8cde-aa5de306c947,Муляж Клубника на магните,37.0
2018-10-02 11:00:00,68494,1bc8ad38-3392-4042-8cde-aa5de306c947,Муляж Красное яблоко мини полиуретан d-6 см,22.0
2018-10-02 11:00:00,68494,1bc8ad38-3392-4042-8cde-aa5de306c947,"Муляж Лимон, желтый, 9 см, полиуретан, Fancy Fair/ff NM90",59.0
2018-10-02 11:00:00,68494,1bc8ad38-3392-4042-8cde-aa5de306c947,"Муляж Мандарин, оранжевый, 8 см, полиуретан, Fancy Fair/ff JZ80",52.0
2018-10-02 11:00:00,68494,1bc8ad38-3392-4042-8cde-aa5de306c947,"Муляж Перец, зеленый, 10 см, полиуретан, Fancy Fair/ff GP8",104.0
2018-10-02 11:00:00,68494,1bc8ad38-3392-4042-8cde-aa5de306c947,"Муляж Перец, красный, 10 см, полиуретан, Fancy Fair/ff RP8",104.0
2018-10-02 11:00:00,68494,1bc8ad38-3392-4042-8cde-aa5de306c947,Муляж Персики мини полиуретан d-6 см,22.0
2018-10-02 11:00:00,68494,1bc8ad38-3392-4042-8cde-aa5de306c947,"Муляж Томат, оранжевый, 9 см, полиуретан, Fancy Fair/ff T9",104.0
2018-10-02 11:00:00,68494,1bc8ad38-3392-4042-8cde-aa5de306c947,"Муляж ЧЕРЕШНЯ 3см 10 шт., желтый, Fancy Fair, SCR30/10, желтый",89.0
2018-10-02 11:00:00,68493,4d93d3f6-8b24-403b-a74b-f5173e40d7db,"Щетка-сметка 3-х рядная деревянная 450 мм (плоская ручка), Поиск Риф 1801095",735.0
2018-10-02 11:00:00,68493,4d93d3f6-8b24-403b-a74b-f5173e40d7db,"Щетка-сметка 4-х рядная деревянная 300 мм (фигурная ручка) ворс 5,5 см 1801096",1050.0
2018-10-02 13:00:00,68460,32a85453-f14d-40c2-90ba-3851498a5f3b,"Сумка для тележки большая комбинированная 45*30*25, 1209021",374.0
2018-10-02 14:00:00,68504,9d05bf55-76d8-4efa-8617-435f92fe83f1,"Тарелка обеденная ЛИМОН ФИЦ 25см, G9547, Luminarc, Франция",1236.0
2018-10-02 14:00:00,68503,4d93d3f6-8b24-403b-a74b-f5173e40d7db,"Вилка столовая RIPPLE сталь 3 мм, 3 шт, Attribute, ACR013",187.0
2018-10-02 14:00:00,68503,4d93d3f6-8b24-403b-a74b-f5173e40d7db,"Ложка столовая RIPPLE сталь 3 мм, 3 шт, Attribute, ACR023",202.0
